agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,log_path,aig_path,old_adp
integer-extra-r2,integer,ex256,ex256_umul_split_half_synth_preset_d18,ex256|unsigned_multiplier_shared_compressor|split_half|shared_partial_products_with_alternate_final_carry/compressor_structure|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,157,21,3297,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=synth_preset_d18",,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace_csel2_abc_g_aig,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace_csel2|shared_signed_partial_products_with_alternate_final_carry_selection|abc_g_aig|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,158,21,3318,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel2; flow=abc_g_aig,,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace_csel2_synth_preset_d13,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace_csel2|shared_signed_partial_products_with_alternate_final_carry_selection|synth_preset_d13|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,159,20,3180,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel2; flow=synth_preset_d13,,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace_csel3|shared_signed_partial_products_with_alternate_final_carry_selection|abc_g_aig|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,158,19,3002,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig,,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace_csel3_synth_preset_d13,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace_csel3|shared_signed_partial_products_with_alternate_final_carry_selection|synth_preset_d13|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,161,20,3220,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d13,,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace4_outside_hcla2_abc_g_aig,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace4_outside_hcla2|shared_signed_partial_products_with_alternate_final_carry_selection|abc_g_aig|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,184,18,3312,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace4_outside_hcla2; flow=abc_g_aig,,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace4_outside_hcla2_synth_preset_d13,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace4_outside_hcla2|shared_signed_partial_products_with_alternate_final_carry_selection|synth_preset_d13|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,184,19,3496,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace4_outside_hcla2; flow=synth_preset_d13,,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace_center_rhcla3|shared_signed_partial_products_with_alternate_final_carry_selection|abc_g_aig|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,161,19,3059,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=abc_g_aig,,,
integer-extra-r2,integer,ex261,ex261_smul_baugh_wooley_wallace_center_rhcla3_synth_preset_d13,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace_center_rhcla3|shared_signed_partial_products_with_alternate_final_carry_selection|synth_preset_d13|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,166,19,3154,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=synth_preset_d13,,,
integer-extra-r2,integer,ex261,ex261_smul_signed_correction_csa_cla_abc_g_aig,ex261|signed_multiplier_baugh_wooley_final_merge|signed_correction_csa_cla|shared_signed_partial_products_with_alternate_final_carry_selection|abc_g_aig|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,204,31,6324,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=signed_correction_csa_cla; flow=abc_g_aig,,,
integer-extra-r2,integer,ex261,ex261_smul_signed_correction_csa_cla_synth_preset_d13,ex261|signed_multiplier_baugh_wooley_final_merge|signed_correction_csa_cla|shared_signed_partial_products_with_alternate_final_carry_selection|synth_preset_d13|signed_low5_high5_multiply|full_product_word,shared signed partial products with alternate final carry selection,official_ok_nonwinning,201,29,5829,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,Baugh-Wooley carry-select and 4:2-style final-merge variants; avoided=not current Baugh-Wooley hCLA4 replay; generator_notes=exact signed low5 * signed high5 over 1024 inputs; source=signed_correction_csa_cla; flow=synth_preset_d13,,,
integer-extra-r2,integer,ex265,ex265_udiv_cof_bhi1_ahi1_bitbdd_wordmux_abc_g_aig,ex265|divider_magnitude_cofactor_classifier|cof_bhi1_ahi1_bitbdd_wordmux|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|abc_g_aig|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,70,9,630,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=cof_bhi1_ahi1_bitbdd_wordmux; flow=abc_g_aig",,,
integer-extra-r2,integer,ex265,ex265_udiv_cof_bhi1_ahi1_bitbdd_wordmux_synth_preset_d8,ex265|divider_magnitude_cofactor_classifier|cof_bhi1_ahi1_bitbdd_wordmux|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|synth_preset_d8|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,64,9,576,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=cof_bhi1_ahi1_bitbdd_wordmux; flow=synth_preset_d8",,,
integer-extra-r2,integer,ex265,ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig,ex265|divider_magnitude_cofactor_classifier|cof_bhi2_ahi1_bitbdd_wordmux|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|abc_g_aig|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,65,8,520,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=cof_bhi2_ahi1_bitbdd_wordmux; flow=abc_g_aig",,,
integer-extra-r2,integer,ex265,ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_synth_preset_d8,ex265|divider_magnitude_cofactor_classifier|cof_bhi2_ahi1_bitbdd_wordmux|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|synth_preset_d8|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,65,9,585,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=cof_bhi2_ahi1_bitbdd_wordmux; flow=synth_preset_d8",,,
integer-extra-r2,integer,ex265,ex265_udiv_cof_bhi2_ahi2_bitbdd_wordmux_abc_g_aig,ex265|divider_magnitude_cofactor_classifier|cof_bhi2_ahi2_bitbdd_wordmux|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|abc_g_aig|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,77,8,616,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=cof_bhi2_ahi2_bitbdd_wordmux; flow=abc_g_aig",,,
integer-extra-r2,integer,ex265,ex265_udiv_cof_bhi2_ahi2_bitbdd_wordmux_synth_preset_d8,ex265|divider_magnitude_cofactor_classifier|cof_bhi2_ahi2_bitbdd_wordmux|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|synth_preset_d8|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,71,8,568,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=cof_bhi2_ahi2_bitbdd_wordmux; flow=synth_preset_d8",,,
integer-extra-r2,integer,ex265,ex265_udiv_bdd_perbit_search_best_abc_g_aig,ex265|divider_magnitude_cofactor_classifier|bdd_perbit_search_best|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|abc_g_aig|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,70,11,770,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=bdd_perbit_search_best; flow=abc_g_aig",,,
integer-extra-r2,integer,ex265,ex265_udiv_bdd_perbit_search_best_synth_preset_d8,ex265|divider_magnitude_cofactor_classifier|bdd_perbit_search_best|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|synth_preset_d8|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,65,10,650,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=bdd_perbit_search_best; flow=synth_preset_d8",,,
integer-extra-r2,integer,ex265,ex265_udiv_denom_lz_range_lowbdd_abc_g_aig,ex265|divider_magnitude_cofactor_classifier|denom_lz_range_lowbdd|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|abc_g_aig|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,75,18,1350,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=abc_g_aig",,,
integer-extra-r2,integer,ex265,ex265_udiv_denom_lz_range_lowbdd_synth_preset_d8,ex265|divider_magnitude_cofactor_classifier|denom_lz_range_lowbdd|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|synth_preset_d8|unsigned_low4_high4_div_dbz_sat|full_quotient_word,shared quotient word mux and local quotient-bit BDD roots,official_ok_nonwinning,74,18,1332,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate magnitude cofactor and low-denominator BDD quotient classifiers; avoided=not threshold ladder, divisor-case replay, or current bhi3+ahi1 wordmux; generator_notes=unsigned low4_high4:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset_d8",,,
integer-extra-r2,integer,ex267,ex267_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig,"ex267|divider_magnitude_cofactor_classifier|cof_bhi2_ahi1_bitbdd_wordmux|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|abc_g_aig|unsigned_low6_high6_div_dbz_sat|full_quotient_word","shared quotient word mux, complemented local BDDs, or shared radix trial subtracts",official_ok_nonwinning,338,14,4732,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=cof_bhi2_ahi1_bitbdd_wordmux; flow=abc_g_aig",,,
