case,hypothesis,representation_family,sharing_strategy,source,confidence,novelty,expected_gain,status,reason,created_by,created_at
ex284,quartic_gf2_event_filter,overlap_root_product_basis_small_roots,shared_overlapping_linear_roots_with_linear_corrections,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
ex284,quartic_gf2_event_filter,overlap_root_product_basis_wide_roots,shared_overlapping_linear_roots_with_linear_corrections,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,medium,tested_promising,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
ex286,hamming_weight_preserving_lossy_routing_normalizer,anchored_pair_delta_outside_in_split_table,shared anchored delta key wires with outside-in split,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex287,hamming_weight_preserving_lossy_routing_normalizer,anchored_pair_delta_outside_in_split_table,shared anchored delta key wires with outside-in split,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex299,cyclic 2-bit-symbol ring descriptor,anchored_ring_delta_outside_in_split_table,shared anchored delta key wires with outside-in split,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex286,hamming_weight_preserving_lossy_routing_normalizer,shared_outside_in_root_bdd,single shared BDD node pool over all output roots,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex287,hamming_weight_preserving_lossy_routing_normalizer,shared_outside_in_root_bdd,single shared BDD node pool over all output roots,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex299,cyclic 2-bit-symbol ring descriptor,shared_outside_in_root_bdd,single shared BDD node pool over all output roots,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex285,hamming_weight_preserving_lossy_routing_normalizer,shared_outside_in_root_bdd,single shared BDD node pool over all output roots,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex288,hamming_weight_preserving_lossy_routing_normalizer,shared_outside_in_root_bdd,single shared BDD node pool over all output roots,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex297,cyclic 2-bit-symbol ring descriptor,shared_outside_in_root_bdd,single shared BDD node pool over all output roots,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-highgap-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-highgap-agent,2026-06-12
ex294,global state transform with sparse stride-2 delta roots,descriptor-key shared BDD after invertible stride-2 prefix-delta transform,single multi-output BDD node pool plus shared descriptor wires,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 2282040 vs current 246698,unknown-state-agent,2026-06-12
ex292,global state transform with sparse stride-2 delta roots,descriptor-key shared BDD after invertible stride-2 prefix-delta transform,single multi-output BDD node pool plus shared descriptor wires,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 627325 vs current 142170,unknown-state-agent,2026-06-12
ex295,nonlocal ring/cell descriptor with cumulative bridge roots,cell-prefix bridge descriptor shared BDD,single representative-root BDD pool over cumulative two-bit cell descriptors,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 263926 vs current 138448,unknown-state-agent,2026-06-12
ex294,sparse correction over cyclic I plus R^-2 linear state,linear rotate base plus descriptor-key shared residual BDD,shared linear base and single residual BDD node pool,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 2740256 vs current 246698,unknown-state-agent,2026-06-12
ex292,sparse correction over cyclic I plus R^-2 linear state,linear rotate base plus descriptor-key shared residual BDD,shared linear base and single residual BDD node pool,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 747225 vs current 142170,unknown-state-agent,2026-06-12
ex295,nonlocal 2-bit cell rotate base with shared residual roots,cell rot2 xor base plus cell-prefix bridge residual BDD,shared cell base and single residual BDD node pool,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 268569 vs current 138448,unknown-state-agent,2026-06-12
ex290,global state transform with sparse stride-2 delta roots,descriptor-key shared BDD after invertible stride-2 prefix-delta transform,single multi-output BDD node pool plus shared descriptor wires,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 162120 vs current 61992,unknown-state-agent,2026-06-12
ex291,global state transform with sparse stride-2 delta roots,descriptor-key shared BDD after invertible stride-2 prefix-delta transform,single multi-output BDD node pool plus shared descriptor wires,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 342696 vs current 97545,unknown-state-agent,2026-06-12
ex293,global state transform with sparse stride-2 delta roots,descriptor-key shared BDD after invertible stride-2 prefix-delta transform,single multi-output BDD node pool plus shared descriptor wires,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 1162485 vs current 144972,unknown-state-agent,2026-06-12
ex296,open-boundary state transform with sparse stride-2 delta roots,descriptor-key shared BDD after invertible open stride-2 prefix-delta transform,single multi-output BDD node pool plus shared descriptor wires,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 357840 vs current 143792,unknown-state-agent,2026-06-12
ex298,open-boundary state transform with sparse stride-2 delta roots,descriptor-key shared BDD after invertible open stride-2 prefix-delta transform,single multi-output BDD node pool plus shared descriptor wires,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-state-agent,medium,campaign_shard,medium,tested_no_improvement,official evaluate.py OK; ADP 1570901 vs current 645639,unknown-state-agent,2026-06-12
ex247,E5M2FN packed low-over-high division with boundary-first region mux,denominator-nested boundary attributes feeding explicit zero/sat/low/linear magnitude regions,"shared NaN zero sign decode, effective exponent/significand decode, exponent delta, boundary attributes, low-pattern decoder",ex200_ex299_frontend_refgap_round5_20260612_1743/float-fp8-r5,medium,round5_boundary_region_mux,medium,tested_equivalent_improved_frontend,official evaluate.py OK; ADP 8808 improved frontend best 9125 but still above reference 2975,round5-coordinator,2026-06-12
ex247,round8 accepted frontend improvement,ex247_round5_bound_region_mux_abc_g_aig,official evaluate.py candidate from round8 shard,ex200_ex299_frontend_refgap_round8_20260612_1826,high,exploit,medium,tested_improved,frontend ADP 8808->8349; reference gap remains,coordinator,2026-06-12
ex247,round8 accepted frontend improvement,ex247_round5_bound_region_mux_abc_g_aig,official evaluate.py candidate from round8 shard,ex200_ex299_frontend_refgap_round8_20260612_1826,high,exploit,medium,tested_improved,frontend ADP 8808->8349; reference gap remains,coordinator,2026-06-12
ex297,round10 accepted frontend improvement,ex297_r10_symbol_plane_split_abc_g_aig,official evaluate.py candidate from round10 shard,ex200_ex299_frontend_refgap_round10_20260612_1911,high,exploit,medium,tested_improved,frontend ADP 583596->569592; reference gap remains,coordinator,2026-06-12
ex299,round10 accepted frontend improvement,ex299_r10_symbol_plane_split_abc_g_aig,official evaluate.py candidate from round10 shard,ex200_ex299_frontend_refgap_round10_20260612_1911,high,exploit,medium,tested_improved,frontend ADP 2604734->2487261; reference gap remains,coordinator,2026-06-12
ex295,round10 accepted frontend improvement,ex295_r10_symbol_plane_split_abc_g_aig,official evaluate.py candidate from round10 shard,ex200_ex299_frontend_refgap_round10_20260612_1911,high,exploit,medium,tested_improved,frontend ADP 138448->123855; reference gap remains,coordinator,2026-06-12
ex218,round19 accepted frontend improvement,ex218_field_selector_abc_g_aig,official evaluate.py candidate from round19 shard,ex200_ex299_frontend_refgap_round19_20260612_2346,high,exploit,medium,tested_improved,frontend ADP 6071->5941; reference gap remains,coordinator,2026-06-12
ex295,round21 accepted frontend improvement,ex295_r21_cell_grouped_symbol_plane_abc_g_aig,official evaluate.py candidate from round20 shard,ex200_ex299_frontend_refgap_round21_20260613_0040,high,exploit,medium,tested_improved,frontend ADP 123855->123270; reference gap remains,coordinator,2026-06-13
ex246,E5M2FN packed multiply,seed12 unreachable product effective-map before reachable product-class decode,shared product effective-map and reachable product-class magnitude,ex246_ex247_frontend_targeted_probe_20260613_0351,high,exploit,low,tested_bad,official OK but best ADP 8520 worse than frontend best 7502,local-targeted,2026-06-13
ex246,E5M2FN packed multiply,parallel-case seed12 product-class magnitude table,shared product and parallel product-class magnitude decode,ex246_ex247_frontend_targeted_probe_20260613_0351,high,exploit,low,tested_bad,official OK but only ties frontend best 7502,local-targeted,2026-06-13
ex247,E5M2FN packed low-over-high division,validless nested boundary-region mux,shared denominator-nested validless boundary attrs and low-pattern decode,ex246_ex247_frontend_targeted_probe_20260613_0351,high,exploit,low,tested_bad,official OK but only ties frontend best 8349,local-targeted,2026-06-13
ex247,E5M2FN packed low-over-high division,validless flat pair boundary attrs,shared flat sigpair boundary attrs and low-pattern decode,ex246_ex247_frontend_targeted_probe_20260613_0351,high,explore,low,tested_bad,official OK but best ADP 9432 worse than frontend best 8349,local-targeted,2026-06-13
ex247,E5M2FN packed low-over-high division,validless direct assignment region mux,shared boundary attrs and direct priority region expression,ex246_ex247_frontend_targeted_probe_20260613_0351,high,explore,low,tested_bad,official OK but best ADP 8832 worse than frontend best 8349,local-targeted,2026-06-13
ex286,hamming_weight_preserving_lossy_routing_normalizer,symcof mux/share neighborhood over outer bitset 0:12:1:10,known pair-symmetry key with class mux and group/global BDD sharing,ex286_frontend_targeted_symcof_mux_probe_20260613_0403,high,exploit,low,tested_bad,official OK but only ties frontend best 20190,local-ex286-symcof,2026-06-13
ex286,hamming_weight_preserving_lossy_routing_normalizer,symcof outer-bit selector neighborhood around 0:12:1:10,known pair-symmetry key with onehot group BDD cofactors,ex286_frontend_targeted_symcof_mux_probe_20260613_0403,high,explore,low,tested_bad,official OK but nearest selector ADP 20415 worse than frontend best 20190,local-ex286-symcof,2026-06-13
ex287,hamming_weight_preserving_lossy_routing_normalizer,symcof_outer_13_0_1_12_2_onehot_group,known three-pair symmetry key with group-shared BDD cofactors and class mux,ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof,medium,targeted_selector_reorder,low,tested_promising_gap_remains,official evaluate.py OK; improved frontend best 27480 to 27390 but still far above reference 5782,local-ex287-symcof,2026-06-13
ex287,hamming_weight_preserving_lossy_routing_normalizer,symcof_outer_k4_onehot_group_area_delay_tradeoff,fewer selector classes with group-shared BDD cofactors,ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof,medium,selector_count_reduction,low,tested_promising_gap_remains,"official evaluate.py OK; lower area 1714 but delay 16 gives ADP 27424, worse than best selector-reordered k5",local-ex287-symcof,2026-06-13
ex287,hamming_weight_preserving_lossy_routing_normalizer,symcof_case_tree_global_mux_neighborhood,case/tree mux and global BDD sharing around existing three-pair symcof model,ex287_frontend_targeted_symcof_mux_probe_20260613_0407/local-ex287-symcof,high,near_current_replay_guard,low,tested_bad,"official evaluate.py OK for tested variants, but none beat 27390 and tree/global variants increase delay or area",local-ex287-symcof,2026-06-13
