case,family_id,tool,tool_chain,command,params_json,attempts,equivalent_count,new_pareto_count,timeout_count,failure_count,best_delta_adp,best_delta_area,best_delta_delay,recent_attempts,recent_new_pareto_count,recent_success_rate
ex217,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-312,-13,0,1,0,0.000
ex217,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,1708,100,-1,1,0,0.000
ex217,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex218,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-130,-10,0,1,0,0.000
ex218,current,abc,abc_compress2,compress2,{},21,21,0,0,0,330,-17,1,21,0,0.000
ex218,current,abc,abc_compress2rs,compress2rs,{},21,21,0,0,0,297,-53,2,21,0,0.000
ex218,current,abc,abc_dc2,dc2,{},1,1,1,0,0,271,-14,1,1,1,1.000
ex218,current,abc,abc_dc2_dch,dc2_dch,{},21,21,2,0,0,-582,-22,-1,21,2,0.095
ex218,current,abc,abc_dch,dch,{},1,1,0,0,0,-143,-11,0,1,0,0.000
ex218,current,abc,abc_dch_bal_rw,dch_bal_rw,{},21,21,0,0,0,-534,-14,-1,21,0,0.000
ex218,current,abc,abc_dch_dc2,dch_dc2,{},21,21,0,0,0,-570,-20,-1,21,0,0.000
ex218,current,abc,abc_resyn,resyn,{},1,1,1,0,0,-169,-13,0,1,1,1.000
ex218,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-143,-11,0,1,0,0.000
ex218,current,abc,abc_resyn2a,resyn2a,{},1,1,1,0,0,-169,-13,0,1,1,1.000
ex218,current,abc,abc_resyn2rs,resyn2rs,{},21,21,2,0,0,-676,-52,0,21,2,0.095
ex218,current,abc,abc_resyn3,resyn3,{},21,21,0,0,0,-234,-18,0,21,0,0.000
ex218,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},21,21,0,0,0,-390,-8,-1,21,0,0.000
ex218,current,culs,culs_resyn2,resyn2,{},28,28,3,0,0,-13,-3,0,28,3,0.107
ex218,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",30,30,0,0,0,0,0,0,30,0,0.000
ex218,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",30,30,1,0,0,-39,-6,0,30,1,0.033
ex218,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",30,30,1,0,0,-39,-6,0,30,1,0.033
ex218,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",30,30,2,0,0,-78,-6,0,30,2,0.067
ex218,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex218,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex218,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-42,-3,0,1,0,0.000
ex218,alt02,abc,abc_compress2,compress2,{},6,6,0,0,0,321,-9,1,6,0,0.000
ex218,alt02,abc,abc_compress2rs,compress2rs,{},6,6,1,0,0,-466,-62,1,6,1,0.167
ex218,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,332,-9,1,1,0,0.000
ex218,alt02,abc,abc_dc2_dch,dc2_dch,{},6,6,2,0,0,-322,-23,0,6,2,0.333
ex218,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-154,-11,0,1,0,0.000
ex218,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},6,6,0,0,0,-224,-16,0,6,0,0.000
ex218,alt02,abc,abc_dch_dc2,dch_dc2,{},6,6,0,0,0,-238,-17,0,6,0,0.000
ex218,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-42,-3,0,1,0,0.000
ex218,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-70,-5,0,1,0,0.000
ex218,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-42,-3,0,1,0,0.000
ex218,alt02,abc,abc_resyn2rs,resyn2rs,{},6,6,2,0,0,-812,-58,0,6,2,0.333
ex218,alt02,abc,abc_resyn3,resyn3,{},6,6,0,0,0,-406,-29,0,6,0,0.000
ex218,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},7,7,0,0,0,-139,21,-1,7,0,0.000
ex218,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex218,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-84,-6,0,1,0,0.000
ex218,alt03,abc,abc_compress2,compress2,{},1,1,0,0,0,-42,-3,0,1,0,0.000
ex218,alt03,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,2086,-74,7,1,0,0.000
ex218,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-266,-19,0,1,0,0.000
ex218,alt03,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,-98,-7,0,1,0,0.000
ex218,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-294,-21,0,1,0,0.000
ex218,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-84,-6,0,1,0,0.000
ex218,alt03,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,-168,-12,0,1,0,0.000
ex218,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-98,-7,0,1,0,0.000
ex218,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-154,-11,0,1,0,0.000
ex218,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-140,-10,0,1,0,0.000
ex218,alt03,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-728,-52,0,1,0,0.000
ex218,alt03,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-196,-14,0,1,0,0.000
ex218,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,742,53,0,2,0,0.000
ex218,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex218,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-612,-8,-1,1,0,0.000
ex218,alt04,abc,abc_compress2,compress2,{},1,1,0,0,0,1302,-6,3,1,0,0.000
ex218,alt04,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,175,-45,2,1,0,0.000
ex218,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-822,-22,-1,1,0,0.000
ex218,alt04,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,134,-21,1,1,0,0.000
ex218,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-747,-17,-1,1,0,0.000
ex218,alt04,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-315,-21,0,1,0,0.000
ex218,alt04,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,-345,-23,0,1,0,0.000
ex218,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-642,-10,-1,1,0,0.000
ex218,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-687,-13,-1,1,0,0.000
ex218,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-627,-9,-1,1,0,0.000
ex218,alt04,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-675,-45,0,1,0,0.000
ex218,alt04,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-195,-13,0,1,0,0.000
ex218,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,-192,20,-1,2,0,0.000
ex218,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex219,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-693,-5,-1,1,0,0.000
ex219,current,abc,abc_compress2,compress2,{},19,19,0,0,0,-667,-12,-1,19,0,0.000
ex219,current,abc,abc_compress2rs,compress2rs,{},19,19,0,0,0,328,-60,1,19,0,0.000
ex219,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-889,-19,-1,1,0,0.000
ex219,current,abc,abc_dc2_dch,dc2_dch,{},19,19,0,0,0,-889,-21,-1,19,0,0.000
ex219,current,abc,abc_dch,dch,{},1,1,1,0,0,-1506,-20,-2,1,1,1.000
ex219,current,abc,abc_dch_bal_rw,dch_bal_rw,{},19,19,1,0,0,-824,-16,-1,19,1,0.053
ex219,current,abc,abc_dch_dc2,dch_dc2,{},19,19,0,0,0,-889,-24,-1,19,0,0.000
ex219,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-721,-7,-1,1,0,0.000
ex219,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-1428,-14,-2,1,0,0.000
ex219,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-693,-5,-1,1,0,0.000
ex219,current,abc,abc_resyn2rs,resyn2rs,{},19,19,3,0,0,-1305,-54,-1,19,3,0.158
ex219,current,abc,abc_resyn3,resyn3,{},19,19,0,0,0,-294,-21,0,19,0,0.000
ex219,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},20,20,0,0,0,567,85,-1,20,0,0.000
ex219,current,culs,culs_resyn2,resyn2,{},26,26,9,0,0,-13,-1,0,26,9,0.346
ex219,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",30,30,6,0,0,0,0,0,30,6,0.200
ex219,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",30,30,0,0,0,-26,-23,0,30,0,0.000
ex219,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",30,30,0,0,0,-26,-23,0,30,0,0.000
ex219,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",30,30,0,0,0,-143,-24,0,30,0,0.000
ex219,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex219,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex219,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-884,-17,-1,1,0,0.000
ex219,alt02,abc,abc_compress2,compress2,{},3,3,0,0,0,-1369,-13,-2,3,0,0.000
ex219,alt02,abc,abc_compress2rs,compress2rs,{},3,3,1,0,0,1064,-78,4,3,1,0.333
ex219,alt02,abc,abc_dc2,dc2,{},1,1,1,0,0,-690,-46,0,1,1,1.000
ex219,alt02,abc,abc_dc2_dch,dc2_dch,{},3,3,0,0,0,-364,-26,0,3,0,0.000
ex219,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-675,-45,0,1,0,0.000
ex219,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},3,3,0,0,0,-375,-25,0,3,0,0.000
ex219,alt02,abc,abc_dch_dc2,dch_dc2,{},3,3,0,0,0,-420,-28,0,3,0,0.000
ex219,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-912,-19,-1,1,0,0.000
ex219,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-1052,-29,-1,1,0,0.000
ex219,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-912,-19,-1,1,0,0.000
ex219,alt02,abc,abc_resyn2rs,resyn2rs,{},3,3,2,0,0,-945,-63,0,3,2,0.667
ex219,alt02,abc,abc_resyn3,resyn3,{},3,3,0,0,0,-555,-37,0,3,0,0.000
ex219,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},4,4,0,0,0,1196,79,0,4,0,0.000
ex219,alt02,culs,culs_resyn2,resyn2,{},4,4,2,0,0,-39,-3,0,4,2,0.500
ex219,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",3,3,3,0,0,-13,-1,0,3,3,1.000
ex219,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",3,3,3,0,0,970,-6,2,3,3,1.000
ex219,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",3,3,1,0,0,985,-5,2,3,1,0.333
ex219,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",3,3,3,0,0,970,-6,2,3,3,1.000
ex219,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex219,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-919,-16,-1,1,0,0.000
ex219,alt03,abc,abc_compress2,compress2,{},1,1,0,0,0,-120,-8,0,1,0,0.000
ex219,alt03,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,4790,-62,10,1,0,0.000
ex219,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-442,-26,0,1,0,0.000
ex219,alt03,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,-300,-20,0,1,0,0.000
ex219,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-1063,-25,-1,1,0,0.000
ex219,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-180,-12,0,1,0,0.000
ex219,alt03,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,-255,-17,0,1,0,0.000
ex219,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-951,-18,-1,1,0,0.000
ex219,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-1761,-29,-2,1,0,0.000
ex219,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-967,-19,-1,1,0,0.000
ex219,alt03,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-1005,-67,0,1,0,0.000
ex219,alt03,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-255,-17,0,1,0,0.000
ex219,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,1119,163,-2,2,0,0.000
ex219,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex219,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-601,0,-1,1,0,0.000
ex219,alt04,abc,abc_compress2,compress2,{},2,2,0,0,0,1094,-4,2,2,0,0.000
ex219,alt04,abc,abc_compress2rs,compress2rs,{},2,2,0,0,0,2034,-47,5,2,0,0.000
ex219,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,341,-13,1,1,0,0.000
ex219,alt04,abc,abc_dc2_dch,dc2_dch,{},2,2,0,0,0,505,-10,1,2,0,0.000
ex219,alt04,abc,abc_dch,dch,{},1,1,1,0,0,-853,-14,-1,1,1,1.000
ex219,alt04,abc,abc_dch_bal_rw,dch_bal_rw,{},2,2,0,0,0,-180,-10,0,2,0,0.000
ex219,alt04,abc,abc_dch_dc2,dch_dc2,{},2,2,0,0,0,-144,-13,0,2,0,0.000
ex219,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-601,0,-1,1,0,0.000
ex219,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-619,-1,-1,1,0,0.000
ex219,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-619,-1,-1,1,0,0.000
ex219,alt04,abc,abc_resyn2rs,resyn2rs,{},2,2,0,0,0,-630,-35,0,2,0,0.000
ex219,alt04,abc,abc_resyn3,resyn3,{},2,2,0,0,0,-342,-19,0,2,0,0.000
ex219,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},3,3,0,0,0,2430,135,0,3,0,0.000
ex219,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
